# "asas_sn_id":429496784190,"ra_deg":93.24857829,"dec_deg":-27.88041608,"catalog_sources":["stellar_main","tic"]
asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
429496784190,2456596.011616,436.42200393082453,0.46735314298913405,9.860014806687579,0.001163993891581689,15.53824347442089,2.58,bb086846,bb,B,V
429496784190,2456598.0037753,473.91711182064404,0.3765662694755636,9.770525429164811,0.0008636766900038508,15.772752853789576,2.01,bb087185,bb,G,V
429496784190,2456599.9873078,452.1276784210028,0.6068319928369476,9.821628668132522,0.0014588799219672653,15.254685220697898,2.38,bc002549,bc,G,V
429496784190,2456600.0005571,482.24962973908214,0.35118904670037443,9.751601647331826,0.0007915552467730269,15.848503988289446,2.01,bb087543,bb,G,V
429496784190,2456600.9867931,583.4135150402411,0.19715574058208649,9.544840190686859,0.00036732045538784893,16.475332826321388,2.18,bc002889,bc,G,V
429496784190,2456601.0000379,619.3110338166916,0.4133351703885657,9.480009360544184,0.0007254470445152551,15.671600492039197,1.76,bb087883,bb,G,V
429496784190,2456605.9801572,560.4197335149413,0.30385032720273164,9.588497856336684,0.0005893298808628988,16.00570712278756,2.32,bc003741,bc,G,V
429496784190,2456615.909724,577.6977281945733,0.22181582572732977,9.555529755329811,0.0004173534819892275,16.347375073174035,2.28,bc005529,bc,G,V
429496784190,2456618.9148826,578.5162602710726,0.32961305814578024,9.55399247924157,0.0006192999018455589,15.917345372094829,1.79,bb091357,bb,G,V
429496784190,2456620.9084556,578.6485030516327,0.2935172074912359,9.553744319636563,0.0005513544772737249,16.043272476400738,2.96,bb091910,bb,G,V
429496784190,2456621.9082731,596.0964053727054,0.3476971148588185,9.52149014721517,0.0006340109471879351,15.859353676215946,2.11,bb092252,bb,G,V
429496784190,2456624.9138016,573.069126048961,0.2681488863462401,9.564263875554396,0.0005086056246314493,16.1414163996096,2.28,bb092561,bb,G,V
429496784190,2456625.8862175,664.0289160097765,0.4937489613046018,9.404313925260908,0.0008082233177689762,15.478590906142067,1.57,bc007883,bc,G,V
429496784190,2456625.9110956,592.7757872876399,0.33569938534201604,9.527555264516804,0.0006155626529736469,15.897480028513533,2.05,bb092876,bb,G,V
429496784190,2456629.8983671,478.2906153819005,0.36288228322070776,9.760551755535072,0.0008246811701613429,15.812941980114845,1.67,bb093170,bb,G,V
429496784190,2456630.9290288,466.51940445742366,0.55472863443801,9.787607123144998,0.00129247765738513,15.352154933110672,1.81,bc008442,bc,G,V
429496784190,2456631.9340491,456.5182435724134,0.4172524079298234,9.81113606033126,0.0009934657210226854,15.661359264585027,2.12,bb093840,bb,G,V
429496784190,2456636.8796925,470.11336511930887,0.38724794844267413,9.77927490909764,0.0008953620856599951,15.742383579583251,2.02,bb095079,bb,G,V
429496784190,2456637.8824317,464.3886267527682,0.4072446514341126,9.7925774670692,0.0009532042869244298,15.68771792069706,2.00,bb095248,bb,G,V
429496784190,2456638.8743918,457.55581367251386,0.42557097735467847,9.808671209923233,0.0010109742581691763,15.639926386839242,2.00,bb095597,bb,G,V
429496784190,2456641.853378,458.2708697229237,0.4483714449459353,9.806975774718738,0.001063476425067659,15.583261528033844,2.33,bb096721,bb,G,V
429496784190,2456644.8980223,378.00167799126626,0.5967882260827008,10.016047085210104,0.0017160845895840336,15.272805777579727,3.36,bb097548,bb,G,V
429496784190,2456648.9421762,477.55071070370644,0.37137524852857723,9.762232665191767,0.0008452898076641778,15.787824005060273,2.00,bb098110,bb,G,V
429496784190,2456655.8646108,434.48713581956883,0.6278218300166856,9.864839098270362,0.0015706219502669492,15.217765362435735,2.70,bc014525,bc,G,V
429496784190,2456656.7954044,406.62496707985326,0.6862792975590648,9.936796301692853,0.0018345055483764317,15.121104148495546,1.71,bc014719,bc,G,V
429496784190,2456656.8169961,430.02796912200387,0.4780391170371039,9.876039646728927,0.0012083114895312236,15.51369780477069,2.11,bb099776,bb,G,V
429496784190,2456675.7993863,462.4455649805675,0.575671691693257,9.797129857612617,0.0013530892002237662,15.311919209146648,1.72,bc017053,bc,G,V
429496784190,2456677.8778477,383.5019285922705,0.7327629530027718,10.0003625237336,0.0020768643161166098,15.049947633243281,3.14,bc017876,bc,G,V
429496784190,2456700.8186918,461.16702422027043,0.5783820109744741,9.800135790826664,0.0013632286479031053,15.30681945135639,1.81,bc020095,bc,G,V
429496784190,2456700.821364,488.89635789116704,0.36759178408931753,9.736739399686611,0.0008172617377987321,15.798941903516813,1.66,bb102502,bb,G,V
429496784190,2456735.7422441,465.5995362380128,0.3967493022154144,9.789750056863078,0.0009262235203731837,15.716065964651392,2.29,bb104389,bb,G,V
429496784190,2456789.4563198,469.058855158155,0.1540895496932961,9.781713056435299,0.00035707382800501873,16.742923428685444,2.22,be003587,be,G,V
429496784190,2456791.4586316,525.2382868696645,0.47498022974073706,9.658890464123735,0.0009829497797862513,15.52066756063158,1.60,bf004390,bf,G,V
429496784190,2456793.4579446,484.5350356476448,0.21892875976387946,9.746468441048386,0.0004911224694072642,16.361599351722344,1.55,be005008,be,G,V
429496784190,2456797.4446039,455.3444024044995,0.3816115641944059,9.813931399221964,0.0009109482323309692,15.758302576410472,1.69,bf006300,bf,B,V
429496784190,2456862.9448117,473.87068131843836,0.2085337832700844,9.770631805882585,0.00047833125083346015,16.414415337737477,1.61,be023745,be,G,V
429496784190,2456866.9294831,341.3143556713592,0.6390384748725231,10.126895016828449,0.0020350947048173138,15.198538876912389,2.22,bf024946,bf,B,V
