jd,flux,dataset_marker,flux_err
2500.3925509520627,1.0002041879177583,TESS,
2500.3939399731685,0.9998926493134235,TESS,
2500.395328994275,1.0007248046330393,TESS,
2500.396718015382,1.0020119222062256,TESS,
2500.398107036605,0.999594193874149,TESS,
2500.3994960577115,1.0010974974939355,TESS,
2500.4008850788173,1.0010101915632459,TESS,
2500.4022741000404,1.0003921658755175,TESS,
2500.4036631212625,0.9977643311706076,TESS,
2500.4050521424856,1.000580784719482,TESS,
2500.4064411635923,1.0007047176498767,TESS,
2500.4078301848153,0.9989371567830101,TESS,
2500.4092192060375,1.0016487657617243,TESS,
2500.4106082272606,1.000661846927481,TESS,
2500.411997248599,1.000634741688097,TESS,
2500.4133862698222,1.0004525451629662,TESS,
2500.4147752910444,1.002265733330981,TESS,
2500.416164312384,1.0015708772561784,TESS,
2500.417553333606,0.999245953356017,TESS,
2500.4189423549456,1.0018169549777476,TESS,
2500.420331376284,1.0000313935081997,TESS,
2500.4217203976236,1.0016864505536671,TESS,
2500.423109418846,1.0009164330217613,TESS,
2500.4244984401853,1.0009873774230327,TESS,
2500.425887461525,1.0015148337986393,TESS,
2500.4272764829807,1.0025889839761666,TESS,
2500.42866550432,1.0016607757170684,TESS,
2500.4300545256597,1.0016795660541615,TESS,
2500.4314435471156,1.0027784521592706,TESS,
2500.432832568454,1.0009313786963148,TESS,
2500.43422158991,0.9988852853244953,TESS,
2500.4356106112486,1.002147462407041,TESS,
2500.4369996327046,1.000033300530888,TESS,
2500.4383886541596,1.001399155839946,TESS,
2500.4397776756155,1.0029386990838796,TESS,
2500.4411666970705,1.0009001158973017,TESS,
2500.4425557185264,1.001596134208374,TESS,
2500.4439447399823,1.0028102956964786,TESS,
2500.445333761438,1.0011454932372876,TESS,
2500.446722782893,1.000664439023335,TESS,
2500.4481118044655,1.0016544274424808,TESS,
2500.4495008259205,1.0008714160980965,TESS,
2500.450889847493,1.0012102237730711,TESS,
2500.452278868948,1.0004363319393372,TESS,
2500.45366789052,0.9999602249109427,TESS,
2500.4550569120915,1.0029111465385538,TESS,
2500.456445933664,1.0027345528501557,TESS,
2500.4578349552353,1.0015095134601582,TESS,
2500.459223976807,1.0005523373437812,TESS,
2500.460612998379,1.0020214278976316,TESS,
2500.4620020199523,1.0013099421270195,TESS,
2500.4633910415255,1.0008566636775742,TESS,
2500.464780063097,1.0016526985826206,TESS,
2500.4661690847856,1.001016672292335,TESS,
2500.467558106357,1.0016794312116635,TESS,
2500.468947128046,1.0011125463093173,TESS,
2500.4703361497336,1.0013379263453253,TESS,
2500.471725171306,1.002667840053625,TESS,
2500.4731141929938,1.0029127704131195,TESS,
2500.4745032146825,1.001293744321198,TESS,
2500.4758922363703,1.0029309795780008,TESS,
2500.477281258058,1.002096171797389,TESS,
2500.478670279747,1.002973865065819,TESS,
2500.4800593014356,1.0007128969496668,TESS,
2500.4814483231244,1.0039120719228087,TESS,
2500.4828373449295,1.0018963769199485,TESS,
2500.4842263666173,1.0000446542948236,TESS,
2500.4856153884225,1.0002477421937273,TESS,
2500.4870044101103,1.0008495851661365,TESS,
2500.4883934319155,1.0012783362501598,TESS,
2500.4897824536033,1.002508590992436,TESS,
2500.4911714754085,1.0016393913318302,TESS,
2500.4925604972127,1.0021900935190635,TESS,
2500.493949519018,1.0017557097420942,TESS,
2500.495338540823,1.0036788088752813,TESS,
2500.496727562628,1.0018587363165736,TESS,
2500.4981165844324,1.0007074278722456,TESS,
2500.499505606238,1.0011653852322089,TESS,
2500.50089462816,1.0004964571780899,TESS,
2500.5022836499643,1.0016947638308078,TESS,
2500.503672671886,1.0006983678582926,TESS,
2500.50506169369,1.0004780243607114,TESS,
2500.5064507156117,1.00248588129881,TESS,
2500.507839737416,1.000582004609548,TESS,
2500.5092287593375,1.0026324788686614,TESS,
2500.510617781258,1.0019208142842377,TESS,
2500.512006803179,0.9998140433842014,TESS,
2500.5133958251004,1.0016783127330364,TESS,
2500.514784847021,1.0022591748705671,TESS,
2500.5161738689426,1.0005016275842702,TESS,
2500.517562890864,1.0025819637704159,TESS,
2500.5189519127857,1.0015819915192141,TESS,
2500.5203409347073,1.0034233726844553,TESS,
2500.5217299567444,1.0023803658797665,TESS,
2500.523118978666,1.0018815494818363,TESS,
2500.524508000704,1.0025595075857479,TESS,
2500.5258970226255,1.0025183356504028,TESS,
2500.5272860446635,1.0021963066289177,TESS,
2500.528675066584,1.0029912090458368,TESS,
2500.530064088621,1.000970924485411,TESS,
2500.531453110659,1.0027692710971654,TESS,
2500.5328421326963,1.0006455724780543,TESS,
2500.5342311547342,1.0004531835589554,TESS,
2500.535620176772,1.000311339378626,TESS,
2500.53700919881,1.0011648331614011,TESS,
2500.538398220848,1.0029188935220876,TESS,
2500.5397872428853,1.001723537245353,TESS,
2500.5411762650397,1.000039363276857,TESS,
2500.5425652870767,1.0012485179750064,TESS,
2500.543954309231,1.001101190167399,TESS,
2500.545343331268,1.0022257658746123,TESS,
2500.5467323534217,1.0006357076402161,TESS,
2500.5481213754597,1.0030990036690848,TESS,
2500.549510397613,1.0020359100991483,TESS,
2500.5508994197676,1.0008502097749088,TESS,
2500.552288441921,1.0014905573480077,TESS,
2500.5536774640755,1.0030648501000927,TESS,
2500.55506648623,1.0031306088975573,TESS,
2500.556455508385,1.0019390673181303,TESS,
2500.5578445305396,1.000710570858942,TESS,
2500.559233552694,1.0019047647912944,TESS,
2500.5606225748475,1.002051943533522,TESS,
2500.562011597002,1.003693947162072,TESS,
2500.5634006192718,1.0014299988138866,TESS,
2500.5647896414253,1.0004755645113752,TESS,
2500.566178663696,1.0035232840823491,TESS,
2500.5675676858496,1.0018668262736734,TESS,
2500.5689567081204,1.002177262137982,TESS,
2500.570345730274,0.9996655372814244,TESS,
2500.5717347525447,1.0016382274792293,TESS,
2500.5731237748155,1.0022211757794512,TESS,
2500.5745127970863,1.0011958715543434,TESS,
2500.575901819357,1.0025511172369201,TESS,
2500.577290841627,1.0054539975210894,TESS,
2500.578679863898,1.001592883111503,TESS,
2500.5800688861677,1.002752148722058,TESS,
2500.5814579084376,1.002810635752901,TESS,
2500.5828469307085,1.0019269521637797,TESS,
2500.584235953095,1.0016017044916,TESS,
2500.5856249753656,1.0014930600984928,TESS,
2500.5870139976355,1.002872564871493,TESS,
2500.588403020023,1.0021648341937899,TESS,
2500.589792042411,1.0017845714344829,TESS,
2500.5911810646817,1.001664006112421,TESS,
2500.592570087069,1.0029508256628366,TESS,
2500.593959109456,1.003815286700374,TESS,
2500.595348131726,1.0021965586318822,TESS,
2500.5967371541133,1.001434945355302,TESS,
2500.5981261764996,1.0022282384469772,TESS,
2500.599515198886,1.001505010561632,TESS,
2500.600904221273,1.0015425167575556,TESS,
2500.6022932436595,1.001138948582141,TESS,
2500.6036822660467,1.0028427622274054,TESS,
2500.6050712885494,1.002102904646209,TESS,
2500.6064603109367,1.003109165133667,TESS,
2500.607849333323,1.0028230181084599,TESS,
2500.6092383558266,0.9997934480982175,TESS,
2500.610627378214,1.001276366929944,TESS,
2500.612016400601,1.001873739554243,TESS,
2500.6134054231047,1.0024003614652346,TESS,
2500.6147944456075,1.0019062538344472,TESS,
2500.616183467994,1.0032818247009332,TESS,
2500.6175724904974,1.0015481788773974,TESS,
2500.618961513,1.0009743798365454,TESS,
2500.6203505355043,1.001094736488748,TESS,
2500.6217395580084,1.0018309879354148,TESS,
2500.623128580511,1.0024939256690075,TESS,
2500.6245176030147,1.0013360607140016,TESS,
2500.6259066255175,1.0034603851281974,TESS,
2500.627295648021,1.00325035323441,TESS,
2500.6286846705248,1.001183934679093,TESS,
2500.6300736930284,1.0023913012380643,TESS,
2500.6314627156485,1.0018399135436895,TESS,
2500.632851738151,1.0016682074364922,TESS,
2500.634240760654,1.0012794808176677,TESS,
2500.635629783274,1.0002953037975788,TESS,
2500.6370188057767,1.000489152976789,TESS,
2500.638407828397,1.0025832578361251,TESS,
2500.639796851016,1.0016027763040118,TESS,
2500.6411858735196,1.0022356732966382,TESS,
2500.6425748961387,1.0003512277218611,TESS,
2500.643963918759,1.0021270437780967,TESS,
2500.645352941378,1.001334555295605,TESS,
2500.6467419639985,1.0008117182260778,TESS,
2500.648130986619,1.0017358435131176,TESS,
2500.649520009238,1.0009978932805956,TESS,
2500.650909031858,1.0041694713035363,TESS,
2500.6522980544783,1.0030846816430665,TESS,
2500.6536870770983,1.0020439994197305,TESS,
2500.6550760997175,1.0031557601285228,TESS,
2500.656465122454,1.0029366087241671,TESS,
2500.657854145073,1.001539788748298,TESS,
2500.659243167693,1.0032886635050948,TESS,
2500.6606321904287,1.0028280536847538,TESS,
2500.662021213049,1.0033624241996075,TESS,
2500.6634102357843,1.0006785015244994,TESS,
2500.6647992584044,1.0020561585536354,TESS,
2500.666188281141,1.0011268774114257,TESS,
2500.6675773038774,1.0011707613044638,TESS,
2500.668966326613,1.0015235164667278,TESS,
2500.670355349233,1.001229203605269,TESS,
2500.6717443719685,1.0010346093145606,TESS,
2500.673133394705,1.002453274339343,TESS,
2500.6745224174406,1.001640818300893,TESS,
2500.675911440177,1.0016304619671854,TESS,
2500.6773004629126,1.0015304602477353,TESS,
2500.6786894857655,1.0029683775728215,TESS,
2500.680078508501,1.0009213305271387,TESS,
2500.6814675312376,1.0038237339743152,TESS,
2500.682856553974,1.0022180593231944,TESS,
2500.684245576828,1.0015015071582294,TESS,
2500.6856345995643,1.0027327751798383,TESS,
2500.6870236223,1.0008638268127443,TESS,
2500.6884126451528,1.0029370104418465,TESS,
