jd,flux,dataset_marker,flux_err
1325.300965428705,1.003994836463229,TESS,
1325.3023543407853,1.0071036874083,TESS,
1325.3037432524,1.002781865707805,TESS,
1325.30513216448,0.9955322042512952,TESS,
1325.3065210760947,1.0046990924774053,TESS,
1325.3079099877093,0.993220839101953,TESS,
1325.3092988997894,0.9980292568881497,TESS,
1325.3106878114038,0.9867313671677876,TESS,
1325.3120767230184,0.9968134251097792,TESS,
1325.313465634633,1.0123130684246955,TESS,
1325.3148545467131,1.0062753482104039,TESS,
1325.3162434583276,0.9987637839447538,TESS,
1325.3176323699424,1.0012867808363302,TESS,
1325.3190212815575,1.0048067846210649,TESS,
1325.3204101936378,0.9982285694879498,TESS,
1325.3217991052516,0.9980605954818518,TESS,
1325.3231880168667,0.9975770148816681,TESS,
1325.3245769284813,0.9814785074664514,TESS,
1325.325965840095,0.997998403485988,TESS,
1325.3273547517103,0.9944816021178294,TESS,
1325.328743663325,0.9977013773068303,TESS,
1325.3301325749387,0.9995041116709409,TESS,
1325.331521486554,0.9962632798080924,TESS,
1325.3329103981685,0.9954766095892258,TESS,
1325.3342993097824,0.9950709322597635,TESS,
1325.3356882213977,0.9963430064714388,TESS,
1325.3370771330128,0.9907225187705776,TESS,
1325.3384660446275,0.9933327768621053,TESS,
1325.3398549562419,0.9996220124431043,TESS,
1325.3412438678565,0.9964676669198249,TESS,
1325.3426327794712,0.9991383641211549,TESS,
1325.3440216910856,1.011710167680059,TESS,
1325.3454106027,0.9865930602778125,TESS,
1325.3467995143146,0.9977176630615704,TESS,
1325.3481884259293,0.988870597125083,TESS,
1325.3495773375437,0.9912876765628935,TESS,
1325.3509662486933,0.9896090824396108,TESS,
1325.3523551603078,0.9845920917671003,TESS,
1325.3537440719217,0.9805676972440345,TESS,
1325.355132983537,0.987635429090445,TESS,
1325.3565218951514,1.0069720022034874,TESS,
1325.3579108062997,0.9983769447051132,TESS,
1325.3592997179148,0.9923820206257729,TESS,
1325.3606886295295,0.9970297442896577,TESS,
1325.3620775406775,1.007835402619225,TESS,
1325.3634664522926,1.0007512632612596,TESS,
1325.3648553639075,1.0038473588123513,TESS,
1325.3662442750556,0.9991634984994934,TESS,
1325.3676331866707,1.0028563557540764,TESS,
1325.369022098286,0.9905088878438646,TESS,
1325.3704110094343,0.9924160495456246,TESS,
1325.3717999210487,0.994569378430304,TESS,
1325.3731888321984,0.9984390230612936,TESS,
1325.374577743812,0.9851449141827591,TESS,
1325.3759666554267,1.0037141370989633,TESS,
1325.3773555665764,1.0080694403755828,TESS,
1325.3787444781908,0.9950281147955407,TESS,
1325.3801333893396,0.9879158420452436,TESS,
1325.3815223009542,0.990832169987693,TESS,
1325.3829112121032,0.9844268679290769,TESS,
