# "asas_sn_id":34360004419,"ra_deg":297.89440287,"dec_deg":45.21123378,"catalog_sources":["stellar_main","tic","aavsovsx"]
asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
34360004419,2456694.1711357,5.542936740593791,0.13130441262768827,14.600431599055057,0.02574847852647555,16.916658090493335,2.17,bc019537,bc,B,V
34360004419,2456701.1635042,4.673004793013516,0.07821539704190111,14.785790838336341,0.018193162575440996,17.479125758082176,2.41,bc020320,bc,G,V
34360004419,2456735.0731369,5.106814641444707,0.1673480016976025,14.68940616738678,0.03561907267379514,16.65330506664048,1.65,bc021811,bc,G,V
34360004419,2456737.0622019,5.195716280596296,0.03793348375458204,14.670667835050127,0.007935777346679182,18.264799569946963,1.71,bc022570,bc,G,V
34360004419,2456751.0378787,5.149755439780638,0.05121426403650983,14.680314891950754,0.010809771250598536,17.93887905326917,1.54,bc024021,bc,G,V
34360004419,2456757.0183976,4.6553805816999905,0.0842956482202681,14.78989342764896,0.01968167864673037,17.397843507017456,2.68,bc025288,bc,G,V
34360004419,2456760.0578642,5.157736024506159,0.07880825116188842,14.678633627108951,0.01660828358804421,17.470927168275406,2.29,bc026225,bc,B,V
34360004419,2456767.0556431,5.367411388633385,0.076583849101545,14.635369196173485,0.015509024409251525,17.50201341821319,2.30,bc026993,bc,G,V
34360004419,2456772.0506014,5.424426977696515,0.06676800222598898,14.623896736495956,0.013379093452899615,17.65093543906033,2.10,bc027852,bc,G,V
34360004419,2456784.0237884,5.368617462506258,0.07228526275488466,14.635125255309864,0.014635227472580788,17.564731983657165,2.11,bc028962,bc,G,V
34360004419,2456785.0156738,4.948556825769413,0.08149478717948586,14.723585000106787,0.017900429060691204,17.434531818808235,3.04,bc029208,bc,G,V
34360004419,2456786.020787,5.329147507216451,0.05187149723633145,14.643137051051347,0.010579940250678767,17.92503443418593,2.63,bc029506,bc,G,V
34360004419,2456795.0013171,5.635429205822367,0.09296616568811761,14.58246390852099,0.017931230507053093,17.29154409563938,2.43,bc030500,bc,G,V
34360004419,2456797.0068002,5.579377531708797,0.07238582784034649,14.593317031556346,0.014101975929284914,17.563222529745428,1.69,bc031085,bc,G,V
34360004419,2456799.0758025,5.238197019616907,0.049996912628484234,14.6618268317017,0.010374651821005176,17.964998426327444,2.18,bc031768,bc,G,V
34360004419,2456800.0213484,5.439280477938402,0.06223712331955099,14.620927769760591,0.012437131595043031,17.727232616696732,2.19,bc032003,bc,G,V
34360004419,2456801.1179006,5.342679290593159,0.07387536772844912,14.640383641484398,0.015029783443991676,17.541107254485347,2.14,bc032360,bc,G,V
34360004419,2456804.9885736,5.252349504648392,0.04605962056162024,14.65889736093059,0.009531887570310186,18.054055503846172,2.16,bc033553,bc,G,V
34360004419,2456805.9934097,5.382070363778654,0.05895014905049154,14.632407976224018,0.011905501904835525,17.786144124903068,2.46,bc033874,bc,G,V
34360004419,2456808.9677561,5.203264021855305,0.06976216176828895,14.669091746404943,0.014573244099503543,17.60330656888672,2.26,bc034608,bc,B,V
34360004419,2456810.9965186,5.254150635878038,0.04978174998791151,14.658525105016908,0.010298638459935342,17.969680995220557,2.51,bc035240,bc,G,V
34360004419,2456814.9680851,5.4430867374381116,0.06464482576573055,14.620168267010818,0.01290924035427417,17.6860219705323,1.65,bc036456,bc,G,V
34360004419,2456815.9656882,5.276949665516463,0.044703055667166834,14.65382402538113,0.009208023759752649,18.086513368060043,1.54,bc036773,bc,G,V
34360004419,2456816.9709876,5.216239573707895,0.07857811269251344,14.666387580400013,0.016374054690200233,17.474102409640384,1.62,bc037131,bc,G,V
34360004419,2456817.9776118,5.102996595313968,0.07563788124850714,14.690218208082282,0.01611113916656186,17.515508006219367,1.54,bc037469,bc,G,V
34360004419,2456818.9663526,5.206159299647652,0.06822180285275206,14.668487772888648,0.014243539098125318,17.627548413582186,1.48,bc037772,bc,G,V
34360004419,2456819.9645448,5.12695503960372,0.09911246886257427,14.685132632145574,0.02101265635911808,17.22203565762597,1.52,bc038062,bc,G,V
34360004419,2456820.9678652,5.36568256092329,0.11893944597191636,14.635718965002805,0.024094233123803634,17.024041615690606,1.60,bc038327,bc,G,V
34360004419,2456822.9712004,5.3571015889690825,0.10639969939417374,14.63745669911762,0.021588511109388187,17.14500539125202,2.03,bc038996,bc,G,V
34360004419,2456824.9688675,5.189879610350682,0.07869717492987703,14.671888195428984,0.01648215641878734,17.472458537823343,1.61,bc039589,bc,G,V
34360004419,2456825.9689327,5.1424994739839915,0.13232989982882706,14.68184576465787,0.0279702211672948,16.90821143431275,1.83,bc039933,bc,B,V
34360004419,2456826.9676238,5.474053354165175,0.06646374014973226,14.614008839393566,0.013197386130691793,17.655894451384686,1.73,bc040243,bc,G,V
34360004419,2456827.958943,5.2256192223997955,0.05691319315412145,14.664437002995998,0.011838246117646086,17.824324011965423,1.65,bc040581,bc,G,V
34360004419,2456828.9664697,5.3229021765037325,0.039453014376891936,14.64441019239856,0.008056453013269141,18.222155916813485,1.56,bc040882,bc,G,V
34360004419,2456829.9543397,5.479234385597905,0.0523422794615609,14.612981707822172,0.01038352770105625,17.91522481400339,1.85,bc041203,bc,G,V
34360004419,2456832.945231,5.32056245410318,0.04310936540278431,14.644887540977889,0.008806964729162248,18.125927319150524,1.52,bc041857,bc,G,V
34360004419,2456835.0391919,5.240561868556478,0.0527813659317789,14.661336773254233,0.010947499784340795,17.90615483077824,1.52,bc042297,bc,G,V
