tid,ra,dec,primary_transit,secondary_transit,period,phase_difference
TIC 0233058265,269.477568,64.069102,1961.0502090264563,1942.6534028565886,26.28115167123952,-0.7
TIC 0233211759,266.772713,70.779617,1744.3893995165554,1750.5019491403589,100.20573153776353,0.06099999999999994
TIC 0233679640,260.336652,60.058201,1932.2174213036749,1934.297688829434,4.398028595685304,0.473
TIC 0233964642,36.49875,-63.647547,2080.7226539266094,2093.5861746854107,17.91576707353921,0.718
TIC 0234347951,39.106047,-70.970592,1331.372733462052,1349.7135914937542,23.304775135580808,0.787
TIC 0234840976,98.002534,4.878022,1468.3503904492752,1469.4920410211605,2.4085455103066367,0.474
TIC 0235073057,86.032424,-44.792843,1440.4166912684238,1437.5067032349434,3.489194284748616,-0.834
TIC 0236046394,313.014906,34.657634,1714.749414799821,1716.4932382434733,2.9962602124613555,0.5820000000000001
TIC 0237117591,269.902752,55.038084,1955.5506268329373,1959.1868558786018,6.796689804980577,0.5349999999999999
TIC 0237277760,299.119877,73.615977,1683.4848055064206,1681.8734440279093,1.6820057186965856,-0.958
TIC 0238229705,59.162724,-75.066274,1646.7233454124798,1620.034840485178,31.47229354634652,-0.8480000000000001
TIC 0238896417,93.679686,-50.211048,1446.0846714933834,1453.4757983509492,16.24423485179271,0.45499999999999996
TIC 0238896431,93.66277,-50.189919,1446.0794243414102,1453.4551866931358,16.246172580893614,0.45399999999999996
TIC 0239673325,64.8767,34.38348,1818.595003381344,1818.0969872019502,2.5408988744581897,-0.19599999999999998
TIC 0240911922,17.611064,51.781458,1785.273895625057,1790.7060189362076,12.098270180735822,0.44899999999999995
TIC 0240962482,18.995662,52.777787,1794.3498125707906,1796.6810066668877,4.4744608370386985,0.521
TIC 0241017747,20.169053,51.594771,1763.5067776797416,1762.4445725891226,2.329397128550351,-0.45599999999999996
TIC 0243391162,205.059126,-45.716465,1598.698822201875,1599.2783741517374,1.5171517012105151,0.382
TIC 0243391171,205.060349,-45.709922,1598.7000145631037,1599.2749543895468,1.5169916264992531,0.379
TIC 0248074315,192.959229,-42.822252,1580.91425219335,1587.4080632503592,15.723513455228192,0.41300000000000003
TIC 0250195155,65.170708,-1.739823,1445.1579180327828,1447.8650524062111,6.4763980225556175,0.41800000000000004
TIC 0250196734,65.218471,-2.62542,1439.8718476263102,1442.4372642697003,7.703953884054438,0.33299999999999996
TIC 0252906811,104.412065,49.864978,1844.1733701235496,1840.4344635146156,4.598901117999918,-0.8130000000000001
TIC 0253826623,283.224794,-40.297631,1667.3316700749338,1671.3326311893327,18.353032634857136,0.21799999999999997
TIC 0255319384,239.631702,-42.74269,1629.2564548594785,1627.9359566066641,2.296518700546745,-0.575
TIC 0255350388,239.710636,-44.957708,1628.10737111456,1628.895161775857,1.6905378997790323,0.46599999999999997
TIC 0255587619,96.840903,-53.103081,1468.9126505205832,1474.1826178079243,9.427490675029048,0.5589999999999999
TIC 0258108067,238.80156,26.486266,1966.4558917550385,1975.404303354193,12.968712462542832,0.69
TIC 0258389327,296.710087,70.071945,1557.2144320926486,1568.8158428834063,26.54785077976592,0.437
TIC 0259070502,113.44986,-14.523901,1492.246511130232,1497.1076734926896,11.200834936538405,0.43399999999999994
TIC 0259543079,71.630531,-53.129266,1392.0663558662554,1383.0382418491834,40.30408043335788,-0.22399999999999998
TIC 0260132330,92.597023,-56.377722,1417.5512423785146,1432.237906409618,17.298779777506912,0.849
TIC 0260502102,96.515995,-59.016167,1600.0802653311275,1602.4577080167558,7.315208263471821,0.32499999999999996
TIC 0260536927,96.948218,-59.215777,1599.423616306127,1599.4866424784877,5.729652032795327,0.010999999999999899
TIC 0260756218,347.269414,-67.643391,1326.9611018454111,1325.3881855472239,1.9563635549592315,-0.8039999999999999
TIC 0261261490,90.429076,-79.785084,1583.9839601894598,1672.061489542455,113.06486438125188,0.7789999999999999
TIC 0261335113,92.334867,-80.69427,1322.1351758532492,1318.3788412173526,8.130594449992568,-0.46199999999999997
TIC 0261656371,20.218095,-80.316844,1337.235014143797,1340.0483801379987,7.195309448086793,0.391
TIC 0264679887,82.114993,1.300251,1475.7574753612037,1485.1177972995342,13.785452044669327,0.679
TIC 0265435357,316.179431,-77.02377,1655.0527769550824,1656.5548342640802,2.8775044233675486,0.522
TIC 0265767012,59.936152,48.151247,1817.7643810703769,1818.7093745558286,1.7435304159625538,0.542
TIC 0266958963,61.908467,50.590495,1563.6022528836306,1562.0286167084726,2.3628170798169057,-0.6659999999999999
TIC 0266958963,61.908467,50.590495,1563.6022528836306,1562.0286167084726,2.3628170798169057,-0.6659999999999999
TIC 0267703012,63.42479,50.558381,1817.105027145507,1817.73357366986,1.3344936822783524,0.47099999999999986
TIC 0267803830,10.86575,32.664177,1766.0633591346789,1769.3973571962827,3.3847696056891436,0.985
TIC 0268380299,298.800203,46.665563,1691.7060442307427,1694.852434405382,8.480836050240512,0.371
TIC 0268529943,14.495631,-19.829852,1388.6706272086722,1392.3501217665432,4.303502406866796,0.855
TIC 0269347089,148.165763,-60.23223,1574.9445615013178,1579.69387869232,8.259682071308177,0.575
TIC 0270622440,358.81954,-31.884271,1354.3628222162574,1355.651368853672,2.4450600330447445,0.527
TIC 0270622446,358.819126,-31.921472,1354.35963311091,1355.643294303498,2.4450689382628417,0.5249999999999999
TIC 0270648838,136.700664,5.464664,1521.7461372766186,1525.334741155242,7.6353274013262205,0.47
TIC 0271040947,294.460771,46.589734,1696.2077403403796,1703.9000790409498,19.230846751425307,0.4
TIC 0271596290,108.508629,-74.711148,1599.2838096004605,1599.2786797005863,1.282474968520772,-0.0039999999999998925
TIC 0271773721,295.62894,46.051357,1694.9194653352356,1700.1833296940854,21.573214585450188,0.244
TIC 0271864083,126.072105,-26.548119,1518.303212492434,1518.8221499609103,1.166151614553453,0.445
TIC 0272074664,295.854442,45.892222,1688.599965136426,1693.597083337099,10.47613878547819,0.477
TIC 0272086869,115.674264,-72.53147,1627.9815175321085,1629.7538183045997,3.982698365148748,0.44499999999999995
TIC 0272368236,296.408203,44.963742,1687.1287632118433,1686.5240553851984,5.304454619692518,-0.11399999999999999
TIC 0272369124,296.435823,44.641559,1704.3594522315034,1714.8959379172084,27.800753788139605,0.379
TIC 0272532173,356.12999,61.986865,1767.1739074623022,1769.0466195217823,3.2739721319582347,0.5720000000000001
TIC 0272650576,233.239504,70.704391,1878.0291241788384,1885.4747124546604,16.256742960310053,0.45799999999999996
TIC 0272822330,356.574699,62.025946,1767.3793637667677,1768.662244105457,4.501334521716175,0.28500000000000003
TIC 0273042650,297.181743,45.98846,1682.162335901892,1688.2541671242884,6.153364871107472,0.99
TIC 0273131564,297.313156,46.448208,1684.0454803974417,1687.072782947674,7.863123507097247,0.385
TIC 0273574141,297.923183,43.256281,1683.9033354892565,1682.853501947923,1.0756491202188625,-0.976
TIC 0273582296,297.894438,45.211204,1719.0523578067257,1728.6357282368838,28.02155096537448,0.34199999999999997
TIC 0273697554,339.451588,-80.918438,1659.6554970499471,1663.812833241,11.878103403007774,0.35
TIC 0274039311,48.652121,2.75455,1412.6829490530945,1413.0381703048333,4.554118612036507,0.07799999999999985
TIC 0274347939,300.580751,39.9191,1683.146052974358,1686.553151768326,4.853417085424281,0.702
TIC 0274575202,254.825313,53.807287,1740.3039276148388,1746.939715556858,9.203589378667273,0.721
TIC 0275576176,293.2332,46.600144,1690.8318629409528,1681.101263619658,15.644050355779251,-0.622
TIC 0277649549,329.040868,-60.229448,1329.101681551306,1331.7244549552377,14.490460795202734,0.18100000000000005
TIC 0277848666,321.01196,52.449151,1712.732225740105,1713.4774404998432,1.4276144822571697,0.522
TIC 0278413303,116.876723,-81.596432,1598.428211574451,1599.3016290866165,1.8426529792518829,0.474
TIC 0278826996,100.333704,-54.021046,1468.4022822989011,1483.2390686205206,19.168974575735646,0.774
TIC 0279097963,50.657977,-0.528456,1414.4983842705187,1418.6554522389924,10.524222704996498,0.395
TIC 0279537689,59.400707,-14.164628,1441.055617019285,1440.5357432809587,11.552749740579948,-0.044999999999999984
TIC 0279741942,51.81984,-61.259147,1357.7612533672243,1361.6280277502733,14.21608229062151,0.272
TIC 0280052690,45.447123,-76.20321,1325.5984801363886,1325.7039462706691,2.8504360616335265,0.03700000000000003
TIC 0281114303,68.86226,71.583178,1819.1344576677168,1820.5046293752591,2.9657396267150484,0.46199999999999997
TIC 0281341249,110.219682,-21.575063,1493.7589215076562,1496.1203585839692,4.3811448540129865,0.5389999999999999
TIC 0281924357,129.757061,-74.763205,1584.4539031774566,1593.1622700497433,15.040357292377742,0.579
TIC 0283193372,299.625636,26.503877,1688.4601398543234,1694.174728133015,12.030712165666216,0.475
TIC 0284050381,8.993405,65.033493,1790.6743023844251,1789.8344021922826,1.3590617995832883,-0.618
TIC 0284350181,238.027062,29.06227,1976.6771181555628,1990.6967657441764,18.894403758239328,0.7419999999999999
TIC 0284613090,109.106475,5.814787,1503.4239546343067,1508.2538771685136,11.554838598581137,0.41800000000000004
TIC 0284783117,233.601961,-54.900208,1626.3088655204806,1633.9094620436147,11.243485980967655,0.6759999999999999
TIC 0286310830,170.439524,-8.837164,1545.836155305396,1549.4179125766916,8.368591755363376,0.42800000000000005
TIC 0286358203,38.059596,30.577177,1791.2796177948474,1787.833211096149,4.669927776014152,-0.738
TIC 0286566392,45.757777,64.651512,1791.828374745473,1792.589349349693,1.4467197798863118,0.526
TIC 0287321618,263.885024,23.17514,2014.520783448759,2011.976564994229,18.436365612536868,-0.138
TIC 0287841093,84.232605,-8.799327,1462.2674544619315,1473.154952050473,17.70324811144936,0.615
TIC 0288027491,135.861941,-75.502901,1580.468391484379,1591.6446606618636,32.20826852300997,0.347
TIC 0289044378,22.522679,73.758839,1809.248887690287,1816.5546506342878,24.849533823132383,0.29400000000000004
TIC 0289597948,131.758108,-15.201013,1519.3096989431406,1521.6692205194497,5.51290087922699,0.42800000000000005
TIC 0290476605,139.166575,0.729039,1518.3769600498197,1521.1054830055855,5.744258854243648,0.475
TIC 0291385340,94.363959,11.004862,1468.065925132042,1478.5666342688737,15.719624456334891,0.6679999999999999
TIC 0291572619,279.1368,-32.7392,1656.403762,1656.5357472904625,1.4998328461645285,0.08800000000000008
TIC 0292317374,31.698742,43.923228,1792.330232251356,1797.7918775518897,9.320213823436353,0.5860000000000001
TIC 0292607284,32.93019,45.760657,1792.9129048339614,1794.3820406815253,4.138410838207731,0.355
TIC 0293689267,97.962087,-43.53483,1470.2166379411844,1465.0642807642737,14.805624071582342,-0.3479999999999999
TIC 0294206429,108.042298,-59.839414,1438.4364959290176,1438.9387093306268,1.0550701714480282,0.476
TIC 0294261093,168.842305,-66.511941,1568.5421231654184,1569.748998251661,2.6583151679355,0.45399999999999996
TIC 0295804815,304.070002,47.996731,1684.3444749953371,1684.4636991622351,1.5285149602293195,0.07799999999999996
TIC 0296672022,223.933538,-60.951618,1625.6079432302508,1627.6672315386672,3.4668153340345116,0.5939999999999999
TIC 0297701617,241.785338,-60.357549,1632.583305948476,1630.8398077463448,18.54785321416039,-0.09399999999999997
TIC 0297899564,55.016947,81.019179,1820.4202199159176,1825.2511073947487,7.971761516222861,0.606
TIC 0299702740,143.752655,-50.80995,1545.1570705678766,1545.82080777254,1.4652035423034606,0.45299999999999996
TIC 0299903137,97.359855,-25.224845,1473.339308901776,1481.995267023513,18.30012287893673,0.473
TIC 0300161053,109.152653,-70.495798,1607.31477446576,1614.99280754947,13.306816436239044,0.577
TIC 0300446210,111.590806,-66.290737,1626.780752652995,1624.3502045720302,7.865851394708281,-0.30899999999999994
TIC 0301741193,40.043541,48.906077,1793.5180810845584,1789.4656268324309,6.868566529029787,-0.59
TIC 0301741204,40.034239,48.899711,1798.853341271015,1802.5134488426143,6.6790284153270285,0.548
TIC 0301909087,40.318807,48.938555,1791.669800976635,1791.5404586396667,2.230040292557773,-0.05800000000000005
TIC 0302043038,132.339224,-70.564095,1546.6530544481109,1556.5520066977738,16.721203124430538,0.5920000000000001
TIC 0303351921,308.365502,50.683356,1714.083777425839,1719.6143067159308,5.889807550683518,0.9389999999999998
TIC 0303427297,164.189807,-57.755857,1569.9457152534158,1571.9654802227142,4.297372275102982,0.47
TIC 0304101379,27.601308,-73.770357,1355.9792414714427,1357.515705641749,3.2143601889252538,0.47799999999999987
TIC 0305466425,314.800265,63.470288,1959.0172734088223,1955.7295106810707,3.291053781533096,-0.9989999999999999
TIC 0306059878,87.262751,54.03251,1816.126079373552,1811.4817865162318,11.78754532314784,-0.394
TIC 0306107122,264.245653,-62.934873,1630.4366643230828,1633.137085525768,7.7598310421986305,0.348
TIC 0306263608,30.904272,21.280864,1767.4037992563865,1770.9784003223926,11.797363254145973,0.30300000000000005
TIC 0306651396,107.664932,-16.777896,1493.5345907555634,1494.6613146394045,2.7149973104603577,0.41500000000000004
TIC 0306763456,107.80797,-13.931831,1493.1235548426375,1493.1253879625638,1.8331199262491584,0.0010000000000000009
TIC 0307040154,14.335512,52.078798,1792.5956655657592,1795.879901015071,3.3649953374097548,0.976
TIC 0307084982,123.657311,-68.525438,2064.6279414610976,2080.620952120951,19.26868754199244,0.83
TIC 0307433122,125.673721,-70.67491,1364.0795302500562,1372.852715324089,27.851381187405664,0.31499999999999995
TIC 0307610438,229.033514,-38.875321,1600.0972917690524,1601.4831116438845,1.5623673898896535,0.887
TIC 0308015513,149.845486,27.397745,1873.76695316401,1875.6010517400612,4.325704188800263,0.42400000000000004
TIC 0308184924,130.43374,-69.785446,1573.1776598412027,1575.774440670495,4.12842739156182,0.629
TIC 0308307606,120.199962,-60.865682,1415.7684298148497,1416.6057544680934,4.840026897363144,0.17299999999999993
TIC 0309146836,123.816374,-62.915643,1544.7895487419787,1548.393703657724,5.427944150218915,0.6639999999999999
TIC 0309600985,81.017425,52.935133,1824.95919696858,1831.416437681435,11.761822792085484,0.5489999999999999
TIC 0309627556,125.638027,-63.072465,2061.8992404402693,2061.9426570012342,1.7366624385999607,0.025000000000000022
TIC 0310170268,239.582854,48.490637,1934.246136598037,1938.8955361066658,8.317351536008411,0.5589999999999999
TIC 0311062274,85.29984,52.393157,1817.9844800353733,1820.8428140446815,8.19006879457941,0.349
TIC 0311183180,55.031501,5.874579,1439.585894598743,1445.0183175709424,13.249812127315462,0.41000000000000003
TIC 0311188656,253.63832,71.703947,1741.9545850921131,1740.8075061697702,2.394736789859647,-0.479
TIC 0312111256,140.663953,6.238879,1518.3224827825852,1519.4467074805377,1.151869567574228,0.976
TIC 0313294818,88.628348,51.802162,1816.6022024955869,1817.223038396068,1.2988198754833775,0.478
TIC 0316249183,51.895972,55.382756,1823.5089090449044,1828.7388955147553,8.058530770186183,0.649
TIC 0316916655,74.472829,-13.7037,1440.1913817835684,1440.2546268524782,2.8747758595347284,0.02200000000000002
TIC 0317015040,332.810245,71.861969,1765.291195950192,1767.09734538458,19.847795982283785,0.09099999999999997
TIC 0318290913,164.236648,53.503606,1874.9495912576497,1881.3938014759729,15.021469040380271,0.42900000000000005
TIC 0319558164,100.608765,-52.491973,1500.4637012710114,1508.0786433394117,8.979884514622901,0.848
TIC 0319936228,174.451808,-63.323199,1575.950954279174,1581.6423535385645,9.646439422695618,0.5900000000000001
TIC 0320228013,174.741518,-63.477494,1571.0530771601386,1577.5880792862386,6.8002103289281495,0.961
TIC 0322262620,325.3396,69.692808,1768.4044010288287,1770.4323288614642,4.427790027588396,0.45799999999999996
TIC 0326374705,331.801706,52.635683,1742.7318091764353,1744.985757008132,5.405150675531586,0.41700000000000004
TIC 0328862783,185.041694,26.197489,1905.406458037332,1909.6816447828583,10.130774278498423,0.42200000000000004
TIC 0330847328,334.138564,59.083179,1962.2780301456128,1956.519053001687,13.239027917070729,-0.43500000000000005
TIC 0330998582,310.274892,21.22905,1687.9912657617035,1689.7844554316941,5.258620733110168,0.34099999999999997
TIC 0331183881,214.241299,-49.945102,1598.9547409703769,1601.0067683688014,4.283982042639994,0.479
TIC 0332079835,120.237402,-13.771237,1490.289773260841,1497.0653330900855,6.956426929409008,0.974
TIC 0332334202,212.54158,52.543543,1711.7416507937514,1715.5310575875556,8.671411427469268,0.43700000000000006
TIC 0333127661,181.139883,-52.694153,1576.2716473396192,1579.9188007924388,7.894271542899648,0.46199999999999997
TIC 0333868181,309.194677,72.618839,1778.1572521934586,1783.778815942019,15.615454857112416,0.36
TIC 0339566276,253.481698,-41.880971,1635.5670086454215,1637.8949435749191,4.240318632964692,0.5489999999999999
TIC 0339568213,253.541923,-41.82504,1628.52563621934,1631.7808576871682,5.823294217939581,0.5589999999999999
TIC 0341029467,238.884851,-60.177647,1634.8976445947394,1634.303257757474,13.208596383672054,-0.044999999999999984
TIC 0341258182,254.021732,-40.349327,1630.5450150019851,1632.9965054182908,4.489909187372849,0.546
TIC 0342694097,254.468561,-37.996569,1629.6796230399427,1631.6645219573322,4.343323670436713,0.45699999999999996
TIC 0342782002,240.588313,-62.890986,1625.4999367380326,1625.1400775237814,1.0971317507656722,-0.328
TIC 0343127696,334.525854,55.904338,1742.6789736858095,1744.8515230913035,4.6721492591269005,0.46499999999999997
TIC 0343285974,254.666059,-41.673157,1626.8186882503546,1637.9384043717848,16.045766408990026,0.6930000000000001
TIC 0346541355,55.161537,28.773338,1793.6633045461924,1798.9272497593565,8.16115536924672,0.645
TIC 0346934659,0.969302,57.37828,1765.9555684721354,1761.8690228662783,4.333558436751978,-0.9430000000000001
TIC 0347448707,133.34424,-14.666003,1517.8152174894024,1518.8490422321956,2.199627112325917,0.47
TIC 0348555861,254.339317,-53.724404,1626.4335033841571,1627.3086776762032,2.1609241778912462,0.405
TIC 0348670544,35.707683,57.511715,1794.5574432346075,1797.4539412395725,5.363885194379511,0.54
TIC 0349480752,110.860267,-64.692025,1417.4209850423051,1413.4565343518361,77.73432726409688,-0.051000000000000004
TIC 0349521875,111.366016,-65.551959,1619.3997144625146,1635.2990004437186,37.41008466165635,0.42500000000000004
TIC 0349763482,112.919423,-65.216176,1603.7488983976243,1610.704054884766,15.629565139644493,0.44499999999999995
TIC 0350298314,83.74447,-59.337955,1358.0403150267337,1393.257021791002,47.71911485673228,0.738
TIC 0351287412,296.669685,52.995967,1690.272059568829,1696.2407144661242,10.133539723760965,0.589
TIC 0355152640,130.046448,-65.528904,1564.660827190525,1574.9682624091397,22.118959696598157,0.46599999999999997
TIC 0355703913,0.77446,-62.469338,1328.0897348370947,1328.2919254921596,2.106152656925949,0.09600000000000009
TIC 0356015357,254.309401,68.57416,1939.340668222636,1947.2898676735979,11.25948930731165,0.706
TIC 0356340346,268.364591,52.385462,1703.8747488881509,1710.1722859738074,23.85430714263833,0.264
TIC 0356641568,78.180455,55.484005,1818.117921369077,1824.7389142407671,11.494779291128443,0.5760000000000001
TIC 0357133493,145.042375,50.43969,1874.349664291568,1874.3844150983584,4.343850848805733,0.008000000000000007
TIC 0358517121,283.359333,24.277998,2018.6669543269752,2021.0934027330663,10.549775678657328,0.22999999999999998
TIC 0359308549,201.091319,-53.99953,1599.2437552369445,1599.7756707506394,1.2227942843560573,0.43499999999999994
TIC 0360661624,296.08782,23.284972,1686.9008928714306,1695.048398272348,10.980465499888656,0.742
TIC 0362104293,268.207743,68.454981,1706.9550572710712,1726.3306522231414,28.96202533941739,0.669
TIC 0363933313,251.329601,-71.051105,1625.517583870091,1627.9686846872028,4.6866172411316835,0.523
TIC 0364107753,251.361964,-71.839816,1632.0394755052753,1637.8154877461413,7.773906111528905,0.743
TIC 0366622912,128.067135,11.630719,1493.2814395474256,1494.518062653912,3.114919663693364,0.397
TIC 0368334916,11.288003,71.455539,2002.585795976004,2006.9359055734872,23.51410593234176,0.18500000000000005
TIC 0371706494,68.894736,83.208665,1827.605768984993,1832.096643088277,13.326035914789806,0.33699999999999997
TIC 0373128383,0.849882,73.174497,1793.4516818627762,1794.4283194742939,2.086832503242676,0.46799999999999997
TIC 0373702832,27.813494,65.393036,1794.2514231931082,1796.7928021595928,4.0339348674359305,0.63
TIC 0373915220,81.752572,-67.994424,1329.0273830204692,1331.978013440741,6.470680746210331,0.45599999999999996
TIC 0375854079,336.248377,70.31505,1764.7328560146386,1777.331492560909,27.32892960145443,0.46099999999999997
TIC 0376339249,152.809998,-61.985375,1577.2834695040422,1573.5738399935003,6.276868884165675,-0.591
TIC 0376499580,339.509908,67.466193,1766.2820865330264,1768.2168093179166,2.87477382598846,0.673
TIC 0376595143,86.682934,75.349037,1821.9854735984884,1818.8007938901305,6.6764773760122695,-0.477
TIC 0377325711,295.030836,20.262041,1686.484130272714,1699.403493333389,12.997347143536034,0.994
TIC 0378275454,302.309665,35.483849,1687.421816344152,1689.9100390113326,7.656069745171305,0.32499999999999996
TIC 0379631121,34.322701,69.465607,1802.1123646317951,1809.0987463073682,16.209702263510486,0.43100000000000005
TIC 0380618882,175.993401,9.954518,1897.6712678432632,1900.6669713213432,6.470201896500972,0.46299999999999997
TIC 0380783252,269.714465,-60.921834,1657.9345600606991,1650.3110990768223,9.96530847565589,-0.765
TIC 0382067804,79.470627,-54.101495,1417.8377725186897,1425.7294426503304,26.131358051790595,0.30200000000000005
TIC 0382069441,79.673931,-58.070589,1327.7778111135906,1332.9661058321442,5.47866390554757,0.947
TIC 0386166904,139.265635,-54.901252,1545.5175613148904,1554.1047515893317,12.355669459627991,0.6950000000000001
TIC 0386431674,127.957615,-15.483302,1520.4611941237326,1534.7427183440193,17.480445802064366,0.817
TIC 0387261279,309.290747,70.180157,1957.008690636213,1961.6508899645605,8.440362415177253,0.55
TIC 0387834907,315.669066,70.080307,1739.8841192589832,1743.932959620919,12.652626131049807,0.31999999999999995
TIC 0390554357,190.080108,-29.615114,1573.365733389457,1575.0143578278862,3.6473992000645294,0.45199999999999996
TIC 0390651552,191.985937,9.751398,1930.819937125772,1932.2519136014919,1.4671890120080489,0.9759999999999999
TIC 0390661644,43.642518,61.425173,1793.6169172221494,1794.2984520069797,5.0860804838079225,0.13400000000000012
TIC 0390996644,287.062609,-31.348593,1657.1498709219682,1657.8907732350672,1.9194360442977856,0.386
TIC 0391643922,161.912005,-60.617856,1592.111178582991,1598.0197540948122,17.796914192232567,0.33199999999999996
TIC 0392113518,174.302976,-67.411157,1571.6474223270166,1574.2132295726797,4.363617764733267,0.588
TIC 0394230860,47.807842,-74.044354,1326.802939328385,1344.8191128436804,28.964909188577582,0.622
TIC 0394272819,199.500078,-72.950263,1599.4486719138797,1601.151921799151,2.9881576934586422,0.5700000000000001
TIC 0394340319,39.365656,-79.823029,1327.184138237,1324.6964200493978,3.0375069445693748,-0.819
TIC 0395429348,218.973996,-60.767415,1626.7834489702843,1627.539768775024,1.65135328545783,0.45799999999999996
TIC 0395459736,326.356568,50.571838,1742.8416129496427,1743.1952102138794,3.608135349354279,0.09799999999999998
TIC 0396902326,168.822815,-9.132531,1545.535065161014,1554.5482542453515,15.924362339818714,0.566
TIC 0396903513,267.618301,-53.612407,1658.4922350374118,1660.1747638332265,3.1686041352442262,0.5309999999999999
TIC 0398850090,162.308663,-67.747305,1579.0233675564727,1585.165869289483,13.181334191009276,0.46599999999999997
TIC 0401606923,303.895894,-81.83129,1664.4403666012429,1668.6156459696294,13.917597894621634,0.30000000000000004
TIC 0401926767,57.352153,-1.242367,1442.2697915312494,1446.0783664802264,13.60205338920331,0.28
TIC 0403153647,336.838303,-58.000626,1326.8394294252166,1329.3214807011866,5.337744679505251,0.46499999999999997
TIC 0404113676,322.944125,65.485287,1748.6578498168765,1764.6733402128925,45.8896572951752,0.349
TIC 0404927661,85.488215,-66.092034,1333.9773604614618,1348.15761683957,18.536282847200237,0.765
TIC 0406336313,197.834808,-56.614018,1598.8722122686695,1600.8544077769645,2.03302103414864,0.975
TIC 0407067592,232.616324,-81.518166,1640.94318109788,1644.4871585608823,7.771880401321051,0.45599999999999985
TIC 0407594410,295.983217,27.135408,1682.0605971829889,1684.2209579743005,3.816891857441243,0.5660000000000001
TIC 0407824089,273.192481,-78.991794,1637.4051584517845,1650.5945396546188,17.944736330386664,0.735
TIC 0408351887,144.99061,-19.3281,1518.264089884058,1518.7309232947716,1.0731802545142706,0.43499999999999994
TIC 0408618999,43.43502,69.101407,1792.8177284252447,1792.7399021044923,7.075120068404575,-0.010999999999999899
TIC 0410276444,298.350202,-57.012233,1654.4639638941242,1653.9800332249247,1.016661069746813,-0.476
TIC 0410654298,177.009112,-66.114883,1584.4162628124716,1587.9078756194347,19.95207318264569,0.17500000000000004
TIC 0413248763,144.006822,-21.6608,1519.261500563301,1517.7521623080352,3.930568373088178,-0.384
TIC 0413738130,336.638659,57.360997,1766.7986075115125,1767.9914790202336,2.2008699422897733,0.542
TIC 0415469752,337.431473,57.345333,1624.5025478150042,1613.1201865669932,42.6305664719508,-0.2669999999999999
TIC 0415528958,131.394251,-21.96704,1519.0777435103787,1520.6126321763154,11.042364503142462,0.139
TIC 0416635004,299.078294,48.021967,1689.4868853396704,1693.2711087750004,19.406274027333225,0.19499999999999995
TIC 0417126296,308.020712,19.981429,1687.7522383962312,1695.3799611788886,10.036477345601842,0.76
TIC 0417175621,219.286751,35.92974,1933.3649738377003,1935.3246160851706,3.3327249106640555,0.5880000000000001
TIC 0417728778,82.445469,69.495939,1817.489265204663,1819.3799386401804,3.431349247763024,0.5509999999999999
TIC 0417734853,299.508585,67.860959,1961.0116156480904,1965.532873013839,11.44622117911047,0.395
TIC 0418295363,197.08501,-78.446025,1597.1437189753617,1598.0796303834277,1.0468807696487623,0.894
TIC 0419744996,325.194379,-69.374594,1330.685489661587,1334.6853353649717,7.004983718712089,0.571
TIC 0421191260,182.172245,-29.662998,1571.5979493316574,1571.485147246461,2.6857639332436634,-0.041999999999999926
TIC 0421334320,288.993964,57.721597,1686.2059771129486,1690.1588851365923,17.80589199839464,0.22199999999999998
TIC 0421361060,292.813414,-43.704784,2037.1974072053397,2038.1985705033085,1.0289448077787655,0.9729999999999999
TIC 0422251657,193.984703,8.199673,1932.2069865613648,1934.0541022259415,3.9300333288864633,0.47
TIC 0424719589,294.671443,54.973815,1686.2272475815216,1688.236763695115,7.640745679062781,0.263
TIC 0424796997,291.068652,-51.500042,1662.5596670018176,1662.0600820684574,13.87735926000585,-0.035999999999999976
TIC 0425549135,286.089698,-34.197474,1657.9752148567095,1660.219465996078,5.0206960612270635,0.44699999999999995
TIC 0427312571,352.508085,58.548917,1766.1158077905277,1768.5847845921533,6.066282067876086,0.40700000000000003
TIC 0427398881,83.943889,-2.374064,1473.8591369764465,1468.3038111880514,13.549575093646526,-0.41000000000000003
TIC 0428249301,54.873913,51.953141,1793.6848193184424,1795.5018345925532,2.7038917769507407,0.6719999999999999
TIC 0432168104,153.523892,-20.156113,1546.6487175111215,1547.4018184914426,2.5528846790545714,0.29500000000000004
TIC 0433977629,342.350802,65.801871,1766.7812848566791,1769.4248379468877,6.5596850873664545,0.403
TIC 0434395855,93.885852,17.313254,1485.3231124485114,1491.0750035125238,5.821752089081349,0.988
TIC 0434664688,191.239112,-65.319275,1605.3169204973292,1620.1855383164875,16.857843332379133,0.882
TIC 0436158814,83.948241,9.763895,1473.037203379167,1476.3993446378668,7.214895404934957,0.46599999999999997
TIC 0436869712,42.336107,26.941974,1791.3939055247852,1792.7980748159941,1.4937971183073542,0.94
TIC 0438790187,201.774795,-48.938364,1599.9659753301514,1602.036995013722,2.091939074313736,0.99
TIC 0438790188,201.777237,-48.938281,1599.57934861939,1597.8616213249998,2.094789383402588,-0.82
TIC 0439943228,1.130044,42.198843,1775.8728929190124,1783.9804769498903,10.515673191799973,0.771
TIC 0441422527,311.298845,-35.166421,1327.0957503206164,1328.6431599476175,2.9362611518046218,0.5269999999999999
TIC 0441739153,259.42568,72.102704,1686.3525287942746,1687.816321047571,3.2100707309127863,0.45599999999999996
TIC 0441794509,263.598849,74.472259,1958.8933807232247,1961.537733937318,14.93984866719461,0.17699999999999994
